AMBLER_CLASS;NAME;ALTERNATIVE_NAME;SUBFAMILY;blaNAME;GENPEPT_ID;GENBANK_ID;PUBMED_ID;SEQUENCE_LINK;NUMBER_PDB_STRUCTURES;MUTANTS;PHENOTYPE;FUNCTIONAL_INFORMATION;NATURAL_OR_AQUIRED
B1;VIM-50;NULL;VIM-2-like;blaVIM-50;AMD11803;KU663375;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-51;NULL;VIM-2-like;blaVIM-51;AMK97465;KU746270;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-52;NULL;VIM-1-like;blaVIM-52;ANI25016;KX349731;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-53;NULL;VIM-2-like;blaVIM-53;AOP17664;KX788872;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-54;NULL;VIM-1-like;blaVIM-54;APY16324;KY508061;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-55;NULL;VIM-1-like;blaVIM-55;ATY69436;MG552720;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-56;NULL;VIM-2-like;blaVIM-56;AUT30820;MG834535;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-57;NULL;VIM-1-like;blaVIM-57;AWU66465;MH450217;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-58;NULL;VIM-2-like;blaVIM-58;AWV82454;MH479908;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-59;NULL;VIM-1-like;blaVIM-59;AWY71041;MH548439;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-60;NULL;VIM-2-like;blaVIM-60;BBF24895;LC405957;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-61;NULL;VIM-7-like;blaVIM-61;AYP70145;MK098862;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-62;NULL;VIM-2-like;blaVIM-62;AXH79879;MG717459;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-63;NULL;VIM-2-like;blaVIM-63;QCB64361;MK780742;35758752 (DOI);view;NULL;NULL;3a;carbapenemase;A
B1;VIM-64;NULL;VIM-1-like;blaVIM-64;QCE31562;MK807022;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-65;NULL;VIM-2-like;blaVIM-65;QCE31563;MK807023;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-66;NULL;VIM-2-like;blaVIM-66;BBJ06445;LC467967;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-67;NULL;VIM-2-like;blaVIM-67;QDM39451;MN166907;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-68;NULL;VIM-1-like;blaVIM-68;QED08960;MN267702;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-69;NULL;VIM-7-like;blaVIM-69;RZN95180;SGUI01000104;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-70;NULL;VIM-1-like;blaVIM-70;QHI08146;MN920417;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-71;NULL;VIM-1-like;blaVIM-71;QKV50751;MT588301;37879253 (DOI);view;NULL;NULL;3a;carbapenemase;A
B1;VIM-72;NULL;VIM-2-like;blaVIM-72;QNG62079;MT872420;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-73;NULL;VIM-2-like;blaVIM-73;QNG62080;MT872421;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-74;NULL;VIM-2-like;blaVIM-74;QTG68659;MW811442;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-75;NULL;VIM-1-like;blaVIM-75;QYZ89894;MZ748327;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-76;NULL;VIM-2-like;blaVIM-76;BDA82255;LC648428;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-77;NULL;VIM-2-like;blaVIM-77;UAZ67559;MZ947163;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-78;NULL;VIM-1-like;blaVIM-78;TRM49072;VJOR01000013;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-79;NULL;VIM-1-like;blaVIM-79;UBL87558;OK217280;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-80;NULL;VIM-2-like;blaVIM-80;MBB1102980;JACHQW010000003;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-81;NULL;VIM-2-like;blaVIM-81;UNZ81762;ON059758;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-82;NULL;VIM-2-like;blaVIM-82;WP_238839790;NG_088450;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-83;NULL;VIM-1-like;blaVIM-83;UWI53403;OP353772;NULL;view;NULL;NULL;3a;carbapenemase;A
B1;VIM-84;NULL;VIM-2-like;blaVIM-84;UWQ12890;ON688661;37707305 (DOI);view;NULL;NULL;3a;carbapenemase;A
B1;VIM-85;NULL;VIM-2-like;blaVIM-85;MCT7418277;JAODBV010000002;37707305 (DOI);view;NULL;NULL;3a;carbapenemase;A
B1;VIM-86;NULL;VIM-1-like;blaVIM-86;WAU52774;OP998371;38197500 (DOI);view;NULL;NULL;3a;carbapenemase;A
B1;VIM-87;NULL;VIM-2-like;blaVIM-87;EME7055635;ABPYXB010000003;NULL;view;NULL;NULL;3a;carbapenemase;A
B2;SFH-1;NULL;NULL;blaSFH-1;WP_024531368;NZ_AUZV01000091;12821491 (DOI);view;5;NULL;NULL;carbapenemase;N (Serratia fonticola)
B2;YEM-1;NULL;NULL;blaYEM-1;CQH06348;CTIO01000005;32540974 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Yersinia mollaretii 107/02)
B3;ALG6-1;NULL;NULL;blaALG6-1;APR64488;KU167038;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;ALG11-1;NULL;NULL;blaALG11-1;APR64489;KU167039;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;CRD3-1;NULL;NULL;blaCRD3-1;APR64487;KU167037;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;DHT2-1;NULL;NULL;blaDHT2-1;APR64485;KU167035;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;ESP-2;NULL;NULL;blaESP-2;APR64490;KU167040;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;GRD33-1;NULL;NULL;blaGRD33-1;APR64492;KU167042;28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (uncultured bacterium)
B3;NWM-1;NULL;NULL;blaNWM-1;QXM27671;MZ497415;39611581 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pseudomonas aeruginosa)
B3;PEDO-1;NULL;NULL;blaPEDO-1;AJP77059;KP109677;26482314 (DOI) 28082950 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pedobacter roseus SI-33)
D;OXA-23;ARI-1;OXA-23-like;blaOXA-23;AAV65289;AY795964;10602749 (DOI);view;15;NULL;2df;carbapenemase;A and N (Acinetobacter radioresistens)
D;OXA-24;OXA-40;OXA-24-like;blaOXA-24;AAL92496;AY082394;12499201 (DOI) 10817708 (DOI) 10817708 (DOI);view;30;2;2df;carbapenemase;A
D;OXA-25;NULL;OXA-24-like;blaOXA-25;AAG35607;AF201826;11158758 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-26;NULL;OXA-24-like;blaOXA-26;AAG35608;AF201827;11158758 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-27;NULL;OXA-23-like;blaOXA-27;AAG35609;AF201828;11158758 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-48;NULL;OXA-48-like;blaOXA-48;CRN12977;LN864820;14693513 (DOI) 16952941 (DOI);view;93;NULL;2df;carbapenemase;A
D;OXA-49;NULL;OXA-23-like;blaOXA-49;AAP40270;AY288523;22842601;view;NULL;NULL;2df;carbapenemase;A
D;OXA-51;NULL;OXA-51-like;blaOXA-51;ABD47672;DQ385606;15649299 (DOI);view;3;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-54;NULL;OXA-48-like;blaOXA-54;AAR89917;AY500137;14693565 (DOI);view;1;NULL;2df;carbapenemase;N (Shewanella oneidensis)
D;OXA-55;NULL;OXA-55-like;blaOXA-55;AAR03105;AY343493;15105119;view;NULL;NULL;2df;carbapenemase;N (Shewanella algae)
D;OXA-58;NULL;OXA-58-like;blaOXA-58;AAW57529;AY665723;15616297 (DOI) 16569863 (DOI);view;16;NULL;2df;carbapenemase;A
D;OXA-60;NULL;OXA-60-like;blaOXA-60;AAQ08905;AF525303;15504844 (DOI);view;NULL;NULL;2d;carbapenemase;N (Ralstonia pickettii)
D;OXA-62;NULL;OXA-62-like;blaOXA-62;AAR32134;AY423074;16569848 (DOI);view;NULL;NULL;2df;carbapenemase;N (Pandoraea pnomenusa)
D;OXA-64;NULL;OXA-51-like;blaOXA-64;AAW81336;AY750907;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-65;NULL;OXA-51-like;blaOXA-65;AAW81337;AY750908;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-66;NULL;OXA-51-like;blaOXA-66;AAW81338;AY750909;15760431 (DOI);view;3;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-67;NULL;OXA-51-like;blaOXA-67;ABF50983;DQ491200;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-68;NULL;OXA-51-like;blaOXA-68;AAW81339;AY750910;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-69;NULL;OXA-51-like;blaOXA-69;AAW51371;AY859527;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-70;NULL;OXA-51-like;blaOXA-70;AAW81341;AY750912;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-71;NULL;OXA-51-like;blaOXA-71;AAW51372;AY859528;15760431 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-72;NULL;OXA-24-like;blaOXA-72;AAU86900;AY739646;17846127 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-73;NULL;OXA-23-like;blaOXA-73;AAW22056;AY762325;NULL;view;NULL;NULL;2df;carbapenemase;A
D;OXA-75;NULL;OXA-51-like;blaOXA-75;AAW51373;AY859529;16189095 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-76;NULL;OXA-51-like;blaOXA-76;AAX51234;AY949203;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-77;NULL;OXA-51-like;blaOXA-77;AAX51233;AY949202;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-78;NULL;OXA-51-like;blaOXA-78;AAW81358;AY862132;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-79;NULL;OXA-51-like;blaOXA-79;ABV71246;EU019534;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-80;NULL;OXA-51-like;blaOXA-80;ABV71247;EU019535;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-82;NULL;OXA-51-like;blaOXA-82;ABJ09790;DQ987479;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-83;NULL;OXA-51-like;blaOXA-83;ABC26007;DQ309277;16630258 17610600;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-84;NULL;OXA-51-like;blaOXA-84;ABC26006;DQ309276;16630258 17610600;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-86;NULL;OXA-51-like;blaOXA-86;AAZ78361;DQ149247;16816400 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-87;NULL;OXA-51-like;blaOXA-87;ABC84263;DQ348075;16816400 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-88;NULL;OXA-51-like;blaOXA-88;ABD48715;DQ392963;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-89;NULL;OXA-51-like;blaOXA-89;ABE03012;DQ445683;16844350 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-90;NULL;OXA-51-like;blaOXA-90;ACD84986;EU547443;19567349 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-91;NULL;OXA-51-like;blaOXA-91;ABF47914;DQ519086;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-92;NULL;OXA-51-like;blaOXA-92;ABC61637;DQ335566;17391399 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-93;NULL;OXA-51-like;blaOXA-93;ABF47916;DQ519087;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-94;NULL;OXA-51-like;blaOXA-94;ABF47917;DQ519088;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-95;NULL;OXA-51-like;blaOXA-95;ABF47918;DQ519089;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-96;NULL;OXA-58-like;blaOXA-96;ABF47919;DQ519090;17284537 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-97;NULL;OXA-58-like;blaOXA-97;ABO33299;EF102240;18299404 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-98;NULL;OXA-51-like;blaOXA-98;ABX45058;EU255288;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-99;NULL;OXA-51-like;blaOXA-99;ABI53716;DQ888718;19394202 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-100;NULL;OXA-51-like;blaOXA-100;ACD84987;EU547444;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-103;NULL;OXA-23-like;blaOXA-103;ENV88740;APQF01000011;18195058 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-104;NULL;OXA-51-like;blaOXA-104;ABQ52429;EF581285;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-106;NULL;OXA-51-like;blaOXA-106;ABV31686;EF650032;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-107;NULL;OXA-51-like;blaOXA-107;KKI95855;LAVJ01000082;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-108;NULL;OXA-51-like;blaOXA-108;ABV31688;EF650034;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-109;NULL;OXA-51-like;blaOXA-109;ABV31689;EF650035;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-110;NULL;OXA-51-like;blaOXA-110;ABV31690;EF650036;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-111;NULL;OXA-51-like;blaOXA-111;ABV31691;EF650037;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-112;NULL;OXA-51-like;blaOXA-112;ABV31692;EF650038;17850339 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-113;NULL;OXA-51-like;blaOXA-113;ABW70410;EF653400;17881631 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-115;NULL;OXA-51-like;blaOXA-115;ABS71123;EU029998;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-117;NULL;OXA-51-like;blaOXA-117;ACV49885;GQ423625;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-120;NULL;OXA-51-like;blaOXA-120;ABX45059;EU255289;22972816 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-121;NULL;OXA-51-like;blaOXA-121;ABX45060;EU255290;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-122;NULL;OXA-51-like;blaOXA-122;ABX45061;EU255291;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-123;NULL;OXA-51-like;blaOXA-123;ABX45062;EU255292;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-124;NULL;OXA-51-like;blaOXA-124;ABX45063;EU255293;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-125;NULL;OXA-51-like;blaOXA-125;ABX45064;EU255294;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-126;NULL;OXA-51-like;blaOXA-126;ABX45065;EU255295;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-127;NULL;OXA-51-like;blaOXA-127;ABX45066;EU255296;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-128;NULL;OXA-51-like;blaOXA-128;ABY77907;EU375515;19223304 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-130;NULL;OXA-51-like;blaOXA-130;ACD84988;EU547445;19567349 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-131;NULL;OXA-51-like;blaOXA-131;ACD84989;EU547446;19567349 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-132;NULL;OXA-51-like;blaOXA-132;ACD84990;EU547447;19567349 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-133;NULL;OXA-23-like;blaOXA-133;ACE63186;EU571228;18957398 (DOI) 19015330 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter radioresistens)
D;OXA-134;NULL;OXA-134-like;blaOXA-134;ADM47435;HQ122933;20837764 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-138;NULL;OXA-51-like;blaOXA-138;ACD45467;EU670845;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter nosocomialis)
D;OXA-139;NULL;OXA-24-like;blaOXA-139;CAQ51348;AM991978;NULL;view;NULL;NULL;2df;carbapenemase;A
D;OXA-143;NULL;OXA-143-like;blaOXA-143;ACX70402;GQ861437;19770279 (DOI) 31355630 (DOI);view;1;NULL;2df;carbapenemase;A
D;OXA-144;NULL;OXA-51-like;blaOXA-144;ACY56711;FJ872530;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-146;NULL;OXA-23-like;blaOXA-146;ACI28281;FJ194494;23877677 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-148;NULL;OXA-51-like;blaOXA-148;ACX31140;GQ853679;21831604 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-149;NULL;OXA-51-like;blaOXA-149;ACX31141;GQ853680;21831604 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-150;NULL;OXA-51-like;blaOXA-150;ACX31142;GQ853681;21831604 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-151;OXA-135;OXA-62-like;blaOXA-151;AIU26587;CP009553;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea pnomenusa)
D;OXA-152;NULL;OXA-62-like;blaOXA-152;ALA99186;KP771980;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea pnomenusa)
D;OXA-153;NULL;OXA-153-like;blaOXA-153;ALA99187;KP771981;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea apista)
D;OXA-154;NULL;OXA-154-like;blaOXA-154;ALA99188;KP771982;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sputorum)
D;OXA-155;NULL;OXA-154-like;blaOXA-155;ALA99189;KP771983;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sputorum)
D;OXA-156;NULL;OXA-156-like;blaOXA-156;ALA99190;KP771984;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea pulmonicola)
D;OXA-157;NULL;OXA-157-like;blaOXA-157;ALA99191;KP771985;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea norimbergensis)
D;OXA-158;NULL;OXA-158-like;blaOXA-158;ALA99192;KP771986;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sp. Va8523)
D;OXA-159;NULL;OXA-158-like;blaOXA-159;ALA99193;KP771987;26349828 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sp. HD7676)
D;OXA-160;NULL;OXA-24-like;blaOXA-160;ADB28891;GU199038;21041501 (DOI);view;2;1;2df;carbapenemase;A
D;OXA-162;NULL;OXA-48-like;blaOXA-162;ACZ73269;GU197550;22845331 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-164;NULL;OXA-58-like;blaOXA-164;ADK34116;GU831575;20921306 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-165;NULL;OXA-23-like;blaOXA-165;ADK35869;HM488986;NULL;view;NULL;NULL;2df;carbapenemase;A
D;OXA-166;NULL;OXA-23-like;blaOXA-166;ADK35870;HM488987;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-167;NULL;OXA-23-like;blaOXA-167;ADK35871;HM488988;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-168;NULL;OXA-23-like;blaOXA-168;ADK35872;HM488989;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-169;NULL;OXA-23-like;blaOXA-169;ADK35873;HM488990;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-170;NULL;OXA-23-like;blaOXA-170;ADK35874;HM488991;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-171;NULL;OXA-23-like;blaOXA-171;ADK35875;HM488992;NULL;view;NULL;NULL;2df;carbapenemase;A
D;OXA-172;NULL;OXA-51-like;blaOXA-172;ADI58616;HM113558;20713680 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-173;NULL;OXA-51-like;blaOXA-173;ADI58617;HM113559;20713680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-174;NULL;OXA-51-like;blaOXA-174;ADI58618;HM113560;20713680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-175;NULL;OXA-51-like;blaOXA-175;ADI58619;HM113561;20713680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-176;NULL;OXA-51-like;blaOXA-176;ADI58620;HM113562;20713680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-177;NULL;OXA-51-like;blaOXA-177;ADI58621;HM113563;20713680 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-178;NULL;OXA-51-like;blaOXA-178;ADI58622;HM113564;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-179;NULL;OXA-51-like;blaOXA-179;ADM26744;HM570035;21393175 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-180;NULL;OXA-51-like;blaOXA-180;ADM26745;HM570036;21393175 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-181;NULL;OXA-48-like;blaOXA-181;OCW44893;CM004561;21768505 (DOI);view;1;NULL;2df;carbapenemase;A
D;OXA-182;NULL;OXA-143-like;blaOXA-182;ADK92148;HM640278;20884158 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-194;NULL;OXA-51-like;blaOXA-194;AEB98920;HQ425492;22083478 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter nosocomialis)
D;OXA-195;NULL;OXA-51-like;blaOXA-195;AEB98921;HQ425493;22083478 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter nosocomialis)
D;OXA-196;NULL;OXA-51-like;blaOXA-196;AEB98922;HQ425494;22083478 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter nosocomialis)
D;OXA-197;NULL;OXA-51-like;blaOXA-197;AEB98923;HQ425495;22083478 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter nosocomialis)
D;OXA-198;NULL;OXA-198-like;blaOXA-198;NHM12962;VKNX01000048;21788473 (DOI) 29581118 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-199;NULL;OXA-48-like;blaOXA-199;AFC95894;JN704570;23110226 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-200;NULL;OXA-51-like;blaOXA-200;ADX07745;HQ734811;22422849 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-201;NULL;OXA-51-like;blaOXA-201;ADX07746;HQ734812;22422849 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-202;NULL;OXA-51-like;blaOXA-202;ADX07747;HQ734813;22422849 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-203;NULL;OXA-51-like;blaOXA-203;ADX07748;HQ998857;21289143 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-204;NULL;OXA-48-like;blaOXA-204;AJF39128;KP027885;23114766 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-206;NULL;OXA-51-like;blaOXA-206;BAL15076;AB634250;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-207;NULL;OXA-24-like;blaOXA-207;KQD65153;LLFS01000355;24890588 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-208;NULL;OXA-51-like;blaOXA-208;AGV04654;KF305665;NULL;view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-211;NULL;OXA-211-like;blaOXA-211;AEV91550;JN861779;22128805 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-212;NULL;OXA-211-like;blaOXA-212;AEV91551;JN861780;22128805 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-213;NULL;OXA-213-like;blaOXA-213;AEV91552;JN861781;22128805 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-214;NULL;OXA-214-like;blaOXA-214;AEV91553;JN861782;22128805 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter haemolyticus)
D;OXA-215;NULL;OXA-214-like;blaOXA-215;AEV91554;JN861783;22128805 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter haemolyticus)
