Plasmid;replicon;mobility;mge_cluster;tnse1D;tnse2D;amr;virulence;metal;biocide;heat;acid;carba_alleles;length
S3547-2022-09-D06_bin_0;IncX1;conjugative;-1.0;3.097978721897294;5.5129200182983;;;;;;;;42607
S03399-2022-03-D07_bin_0;IncI1;conjugative;9.0;2.496736474967556;63.5606580594427;;;;;;;;91072
S03399-2022-03-D07_bin_1;No hit found;mobilizable;-1.0;-22.0488982312572;18.10893901076329;;;;;;;;5116
S03399-2022-03-D07_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3374
S03399-2022-03-D07_bin_3;Col440I;mobilizable;-1.0;-19.72292510183073;15.850904862291564;;;;;;;;1976
S3553-2022-09-E06_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74562
S3619-2022-11-C05_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74571
S3871-2023-02-B11_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4222-2023-19-D11_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
6502100193_bin_0;No hit found;mobilizable;23.0;-18.033528427470856;4.566783402956675;sul2;;;;;;;6790
6502100193_bin_1;Col156;mobilizable;11.0;-11.092475793360428;37.91101480628434;;;;;;;;4585
S02865-2021-06-H11_bin_0;No hit found;mobilizable;43.0;-23.034042555848437;19.734792730594613;;;;;;;;6237
S02865-2021-06-H11_bin_1;No hit found;mobilizable;-;-;-;;;;;;;;2733
S02865-2021-06-H11_bin_2;No hit found;non-mobilizable;1.0;-20.698565924524072;38.86656916111363;;;;;;;;1934
S02865-2021-06-H11_bin_3;No hit found;mobilizable;-1.0;-26.17418288726783;21.80543128189449;;;;;;;;1335
S00411-2020-11-B12_bin_0;No hit found;conjugative;9.0;3.037637672263414;62.7089618198464;aadA1,dfrA14;ybtP;;;;;;279442
S4227-2023-19-F04_bin_0;No hit found;conjugative;9.0;3.0362404767520847;62.70628068657795;dfrA14,tet(A);ybtP;;;;;;274482
S4211-2023-19-C01_bin_0;No hit found;conjugative;9.0;3.0286270855081288;62.693688858721615;tet(A);ybtP;;;;;;273224
S3941-2023-04-C02_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S00947-2020-12-A01_bin_0;No hit found;conjugative;9.0;3.042053932278248;62.7183417633829;tet(A);ybtP;;;;;;274959
6502100163_bin_0;IncQ1;mobilizable;23.0;-18.14806418920025;4.404573852106004;tet(A);;;;;;;11032
6502100163_bin_1;No hit found;mobilizable;24.0;-7.839506339061876;20.37085677894831;;;;;;;;3598
6502100163_bin_Isolated_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.554497717990383;28.0059977107937;;spvD;;;;;;93742
S3999-2023-07-C09_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4078-2023-11-A07_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40288
S4081-2023-11-B10_bin_0;IncA/C2;conjugative;9.0;2.752156029769973;64.05044735542305;blaCMY-2,sul2;ybtP;;;;;;183782
S4081-2023-11-B10_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
69551785-salm-2020-10-G09_bin_0;No hit found;mobilizable;11.0;-10.445736936670352;39.66124206664396;;ybtP;;;;;;170573
6502100113_bin_0;No hit found;mobilizable;24.0;-7.434163880888683;21.99848381752402;;;;;;;;5055
S3892-2023-02-F05_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74589
S3969-2023-04-G07_bin_0;No hit found;conjugative;9.0;2.929192517045658;62.49778460154731;sul1;ybtP;;;;;;263979
S3969-2023-04-G07_bin_1;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3868-2023-02-B08_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4053-2023-10-A02_bin_0;IncX1;conjugative;-1.0;3.097978721897294;5.5129200182983;;;;;;;;42603
S3830-2022-18-D11_bin_0;No hit found;conjugative;9.0;3.0361245601417566;62.706058350786286;aadA1,dfrA14;ybtP;;;;;;278329
S3977-2023-04-E10_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S03412-2022-04-B09_bin_0;No hit found;conjugative;9.0;3.037637672263414;62.7089618198464;dfrA14,tet(A);ybtP;;;;;;280061
S4013-2023-07-F02_bin_0;IncX4;conjugative;9.0;3.270917693913969;63.26204434133045;blaTEM-1B,dfrA14,lnu(G);ybtP;;;;;;274133
S3960-2023-16-B10_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40280
S4301-2024-04-A05_bin_0;IncFIB(S),IncFII(S);conjugative;-1.0;10.555893049212498;27.98372530769713;;spvD;;;;;;93667
S4301-2024-04-A05_bin_1;No hit found;mobilizable;1.0;-20.698565924524072;38.86656916111363;;;;;;;;2174
S4246-2024-01-D03_bin_0;IncA/C2;conjugative;9.0;2.533515094665141;63.71143472737994;blaCMY-2,sul2;ybtP;;;;;;184712
S4246-2024-01-D03_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S4246-2024-01-D03_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S4246-2024-01-D03_bin_3;Col156;mobilizable;11.0;-9.208470164966707;38.12808491568873;;;;;;;;3750
S4246-2024-01-D03_bin_4;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S4249-2024-02-E1_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74571
S4119-2023-14-C03_bin_0;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40535
S3708-2022-13-D12_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.049579607947717;42.74169213998231;blaCTX-M-2,mcr-9.1,qacEdelta1;;terD,terW,terZ;;;;;301047
S3708-2022-13-D12_bin_1;p0111;non-mobilizable;16.0;1.2367308416932754;44.10356957922063;;;;;;;;95058
S3708-2022-13-D12_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3373
S3708-2022-13-D12_bin_3;Col440I;mobilizable;30.0;-19.90926155022922;7.346564983037414;qnrB19;;;;;;;2978
S03365-2022-01-D06_bin_0;IncFIB(pHCM2);non-mobilizable;21.0;10.618758658710677;22.369210685770398;dfrA51;;;;;;;107158
S03365-2022-01-D06_bin_1;IncA/C2,IncI1;conjugative;9.0;2.4996276022803805;63.6714466595308;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;272699
S03365-2022-01-D06_bin_2;IncX1;conjugative;-1.0;3.1074017417379167;5.384549751809978;;;;;;;;32598
S03365-2022-01-D06_bin_3;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3373
S4009-2023-07-E08_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40368
S4033-2023-09-A06_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74572
S3638-2022-12-A07_bin_0;IncA/C2;conjugative;9.0;2.4122001065897782;63.480536171328254;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;178252
S3638-2022-12-A07_bin_1;No hit found;mobilizable;7.0;-31.761711520855727;15.03097802501667;;;;;;;;2495
S3638-2022-12-A07_bin_2;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S01000-2020-12-A05_bin_0;No hit found;conjugative;9.0;3.0443308247261736;62.72273409679741;tet(A);ybtP;;;;;;273731
S4181-2023-16-C02_bin_0;IncI1;conjugative;9.0;2.5325456815382235;63.57855774308781;;;;;;;;80776
S4181-2023-16-C02_bin_1;No hit found;mobilizable;23.0;-18.03353130834192;4.566798132556343;dfrA14;;;;;;;6790
S4181-2023-16-C02_bin_2;No hit found;mobilizable;24.0;-7.141182034615123;24.31596863078541;;;;;;;;5874
S4181-2023-16-C02_bin_3;Col156;mobilizable;11.0;-11.082530096077452;37.91328531667343;;;;;;;;3904
S4181-2023-16-C02_bin_4;No hit found;mobilizable;-;-;-;;;;;;;;2618
S03488-2022-08-B10_bin_0;No hit found;mobilizable;24.0;-8.022373648613765;20.37649066287178;;;;;;;;3554
S3770-2022-16-A06_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74562
S3752-2022-14-H03_bin_0;IncA/C2;conjugative;9.0;2.4626247559815453;63.639220259922034;aph(3')-Ia,blaCMY-2,sul2;ybtP;;;;;;203556
S3752-2022-14-H03_bin_1;No hit found;mobilizable;24.0;-7.141182034977042;24.31596862936788;;;;;;;;5632
S3752-2022-14-H03_bin_2;Col156;mobilizable;11.0;-9.242212205466783;38.15255684869481;;;;;;;;4821
S3752-2022-14-H03_bin_3;No hit found;mobilizable;-1.0;-22.07248972487438;18.13879236875417;;;;;;;;4657
S3752-2022-14-H03_bin_4;No hit found;mobilizable;0.0;-34.96787938744049;35.01655311505556;;;;;;;;4072
S3752-2022-14-H03_bin_5;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3540-2022-09-B12_bin_0;IncA/C2;conjugative;9.0;2.7222583223598766;64.06591671796997;blaCMY-2,tet(A);ybtP;;;;;;198296
S3540-2022-09-B12_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
69436811-2020-11-A01_bin_0;No hit found;conjugative;9.0;3.03314999952572;62.70101432189321;aadA1,dfrA14;ybtP;;;;;;279426
S3555-2022-09-F02_bin_0;IncA/C2;conjugative;9.0;2.411920543306956;63.480131876081686;aph(3')-Ia,blaCMY-2,sul2;ybtP;;;;;;197480
S3555-2022-09-F02_bin_1;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S3555-2022-09-F02_bin_2;No hit found;mobilizable;7.0;-31.305659687415883;14.978585551662825;;;;;;;;2494
S3555-2022-09-F02_bin_3;No hit found;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3754-2022-15-A08_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0990559514902785;5.500440372274;;spvD;;;;;;74571
S3707-2022-13-D11_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.099370158624571;5.499381898754632;;spvD;;;;;;74575
69068146-2020-11-A09_bin_0;No hit found;conjugative;9.0;3.0361245601417566;62.706058350786286;aadA1,dfrA14;ybtP;;;;;;277174
S3902-2023-03-C02_bin_0;IncA/C2;conjugative;9.0;2.532945260338685;63.71001548975857;blaCMY-2,sul2;ybtP;;;;;;184712
S3902-2023-03-C02_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3902-2023-03-C02_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S3902-2023-03-C02_bin_3;Col156;mobilizable;11.0;-9.2084617298466;38.128003642491706;;;;;;;;3750
S3902-2023-03-C02_bin_4;Col440I;mobilizable;30.0;-20.21367879288339;7.474627830358285;qnrB19;;;;;;;2989
S3902-2023-03-C02_bin_5;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3902-2023-03-C02_bin_6;Col(BS512);non-mobilizable;2.0;-22.54579089707104;34.08379558645852;;;;;;;;2089
S3764-2022-15-D04_bin_0;IncA/C2;conjugative;9.0;2.5263940409455343;63.578026722736624;blaCMY-2,sul2;;;;;;;109575
S3764-2022-15-D04_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3764-2022-15-D04_bin_2;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S4116-2023-14-B12_bin_0;IncX1;conjugative;-1.0;3.097976878218657;5.512721916163208;;;;;;;;42615
S3970-2023-04-G10_bin_0;IncX1;conjugative;-1.0;3.097976878218657;5.512721916163208;;;;;;;;42610
S3718-2022-13-F11_bin_0;IncY;non-mobilizable;16.0;1.2366314065362365;44.10353388283593;;;;;;;;96705
S3920-2023-03-F06_bin_0;IncI1;conjugative;9.0;1.9432818772501328;63.72793707846665;;;;;;;;84131
S3920-2023-03-F06_bin_1;No hit found;mobilizable;24.0;-7.228458177763369;21.950335887357223;;;;;;;;6669
S3920-2023-03-F06_bin_2;Col440I;mobilizable;-1.0;-19.713262097947748;15.873399978213582;;;;;;;;3830
S4048-2023-09-D08_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4089-2023-11-D05_bin_0;Col156;mobilizable;11.0;-11.060370593282425;37.92922552584619;;;;;;;;3897
S4089-2023-11-D05_bin_1;No hit found;mobilizable;-1.0;-4.271193999074182;29.791048133568168;;;;;;;;3375
69488528-M1-2020-10-H04_bin_0;No hit found;conjugative;9.0;3.0423396271367182;62.717640653708976;tet(A);ybtP;;;;;;274990
69488528-M1-2020-10-H04_bin_1;No hit found;non-mobilizable;55.0;11.72165263314352;34.00627402669724;dfrA14;;;;;;;4485
S02758-2020-12-A08_bin_0;No hit found;conjugative;9.0;3.062995919043919;62.7556910976294;aadA1,dfrA14;ybtP;;;;;;279442
S3986-2023-05-B03_bin_0;No hit found;mobilizable;24.0;-7.936508285198093;20.419600236426938;;;;;;;;2863
S3986-2023-05-B03_bin_Unbinned;No hit found;non-mobilizable;-;-;-;;;;;;;;1740
S03578-2022-10-D01_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.099370158624571;5.499381898754632;;spvD;;;;;;74542
S4067-2023-10-C07_bin_0;IncX4;conjugative;9.0;2.577589613102311;63.434285448746415;blaTEM-1B,lnu(G);;;;;;;119864
S3972-2023-04-H04_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74572
S00887-2020-11-D08_bin_0;No hit found;conjugative;9.0;3.03418877489012;62.7031673517559;dfrA14,tet(A);ybtP;;;;;;281281
S00887-2020-11-D08_bin_1;IncX1;conjugative;-1.0;6.072327309089861;33.91145218537926;blaTEM-1B;;;;;;;45999
S03373-2022-02-B06_bin_0;IncA/C2;conjugative;9.0;2.453319096768473;63.594647136192776;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;203586
S03373-2022-02-B06_bin_1;No hit found;mobilizable;-1.0;-24.13156346139211;20.196458561155392;;;;;;;;3223
S03373-2022-02-B06_bin_2;Col440I;mobilizable;30.0;-19.903615442790752;7.425771885141872;qnrB19;;;;;;;2989
S3918-2023-03-F04_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5862401398319586;64.07377140663337;blaCMY-2,sul2;ybtP;;;;;;268245
S3918-2023-03-F04_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S00615-2020-11-C11_bin_0;No hit found;conjugative;9.0;3.0444726631588668;62.72125752741186;aadA1;ybtP;;;;;;273731
S4187-2023-17-A05_bin_0;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40537
S02947-2021-12-C06_bin_0;ColpVC;mobilizable;1.0;-20.51940562691027;38.1697160231234;;;;;;;;1983
S4047-2023-09-D07_bin_0;No hit found;conjugative;9.0;3.1895951984564315;63.00432058052594;dfrA14,tet(A);ybtP;;;;;;277339
S4047-2023-09-D07_bin_1;IncX4;conjugative;-1.0;10.245266765382766;36.32217506264972;blaTEM-1B,lnu(G);;;;;;;42491
S3845-2023-01-A03_bin_0;IncA/C2;conjugative;9.0;2.709661907176512;64.07131160129082;aadA1,blaCMY-2,sul2,tet(A);ybtP;;;;;;202028
S3845-2023-01-A03_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3845-2023-01-A03_bin_2;Col440I;mobilizable;30.0;-19.903615442790752;7.425771885141872;qnrB19;;;;;;;2989
S4076-2023-11-A06_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40286
S3888-2023-02-E06_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.099370158624571;5.499381898754632;;spvD;;;;;;74541
6502100267_bin_0;IncX1;conjugative;-1.0;6.072204186842342;33.911275387725425;blaTEM-1B;;;;;;;45040
S02803-2021-12-C04_bin_0;ColpVC;mobilizable;1.0;-20.51940562691027;38.1697160231234;;;;;;;;1983
S3841-2022-21-B10_bin_0;IncFIB(AP001918),IncFII(29);conjugative;10.0;11.94155389481085;57.49345859177184;blaTEM-1B;;;;;;;111855
S3841-2022-21-B10_bin_1;ColRNAI;mobilizable;24.0;-7.689745440798773;20.707456590611105;;;;;;;;4593
S4023-2023-08-D01_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40288
S4036-2023-09-B05_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40413
S4244-2024-04-H02_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S3724-2022-14-A11_bin_0;IncA/C2,IncHI2,IncHI2A;conjugative;35.0;19.80840219526053;41.67597610285004;aac(3)-IIa,blaCMY-2,blaCTX-M-15,blaOXA-1,dfrA14,qnrB1,sul2;ybtP;merB,merD,merR,terD,terW,terZ;;;;;486348
S3724-2022-14-A11_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S3724-2022-14-A11_bin_2;No hit found;mobilizable;24.0;-11.516076111087909;18.413759846522176;;;;;;;;4677
S3724-2022-14-A11_bin_3;No hit found;mobilizable;24.0;-8.307172531534592;19.56938582910804;;;;;;;;4100
S3724-2022-14-A11_bin_4;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3724-2022-14-A11_bin_Unbinned;No hit found;mobilizable;-1.0;-26.02892617175087;21.738528538600036;;;;;;;;2053
S3805-2022-16-F06_bin_0;IncA/C2;conjugative;9.0;2.4657902431441143;63.59676294210168;blaCMY-2,tet(A);;;;;;;112825
S3805-2022-16-F06_bin_1;No hit found;mobilizable;24.0;-8.049680593189287;20.83066734705157;;;;;;;;3887
S3805-2022-16-F06_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3805-2022-16-F06_bin_3;Col440I;mobilizable;30.0;-19.897037539199413;7.426249975897916;qnrB19;;;;;;;2989
S4054-2023-10-A03_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40281
S4191-2023-17-A11_bin_0;IncX1;conjugative;-1.0;3.097978721897294;5.5129200182983;;;;;;;;42602
S3824-2022-18-B11_bin_0;IncA/C2;conjugative;9.0;2.4501933642658287;63.55935928001568;aph(3')-Ia,blaCMY-2,sul2;ybtP;;;;;;205647
S3824-2022-18-B11_bin_1;No hit found;mobilizable;24.0;-7.141182034977042;24.31596862936788;;;;;;;;5632
S3824-2022-18-B11_bin_2;No hit found;mobilizable;-1.0;-22.07248972487438;18.13879236875417;;;;;;;;4657
S3824-2022-18-B11_bin_3;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S4252-2024-02-G2_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.003624397849094;42.72937019986186;aph(3')-Ia,mcr-9.1,sul1;;terD,terW,terZ;;;;;668493
S4114-2023-14-B10_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S4194-2023-17-C09_bin_0;IncFIB(S),IncFII(S);non-mobilizable;-1.0;14.472257360403454;39.36126076815273;;spvD;;;;;;57807
S4320-2024-05-G07_bin_0;No hit found;mobilizable;-1.0;-24.13156346139211;20.196458561155392;;;;;;;;3223
S4320-2024-05-G07_bin_1;No hit found;non-mobilizable;-;-;-;;;;;;;;1241
S4001-2023-07-D08_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40281
S3698-2022-13-C07_bin_0;IncA/C2,IncX4;conjugative;9.0;2.4245009427640034;63.61987079614257;blaCMY-2,tet(A);ybtP;;;;;;236866
S3698-2022-13-C07_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3698-2022-13-C07_bin_2;Col440I;mobilizable;30.0;-19.893781072125417;7.431906234616318;qnrB19;;;;;;;5400
S3957-2023-16-B07_bin_0;IncA/C2;conjugative;9.0;2.709661907176512;64.07131160129082;aadA1,blaCMY-2,sul2,tet(A);ybtP;;;;;;202028
S3957-2023-16-B07_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3957-2023-16-B07_bin_2;Col440I;mobilizable;30.0;-19.87080591261001;7.496043697237661;qnrB19;;;;;;;2989
S03533-2022-08-G11_bin_0;IncA/C2;conjugative;9.0;2.7222629375152354;64.0659188134276;blaCMY-2,tet(A);ybtP;;;;;;391723
S03533-2022-08-G11_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S3660-2022-12-D12_bin_0;IncA/C2;conjugative;37.0;8.188376143553175;40.606649329490345;aadA1,blaCMY-2,sul2,tet(A);ybtP;;;;;;195015
S3660-2022-12-D12_bin_1;No hit found;mobilizable;-1.0;-4.000748899009827;29.683858856413774;;;;;;;;3372
S4273-2024-03-B06_bin_0;No hit found;conjugative;9.0;3.0404661662972945;62.7143966150546;tet(A);ybtP;;;;;;274961
S4045-2023-09-D02_bin_0;IncX1;conjugative;-1.0;3.097980960796276;5.511304356302704;;;;;;;;42668
S3974-2023-04-D10_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40288
S00573-2020-11-C08_bin_0;No hit found;conjugative;9.0;3.301391806462495;63.15844017412301;tet(A);ybtP;;;;;;273474
S4104-2023-11-G03_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40278
S4066-2023-16-A02_bin_0;IncA/C2;conjugative;9.0;2.412273238462349;63.48065900792935;aph(3')-Ia,blaCMY-2,sul2;ybtP;;;;;;197478
69858635-B1-2020-10-H01_bin_0;No hit found;mobilizable;55.0;9.966952840085597;30.975174789299206;;ybtP;;;;;;169097
S3719-2022-13-G02_bin_0;No hit found;conjugative;9.0;3.036016524441524;62.70692406482625;aadA1,dfrA14;ybtP;;;;;;279442
S3796-2022-16-C12_bin_0;IncA/C2;conjugative;9.0;2.701569559688881;64.07117564568405;aadA1,blaCMY-2,tet(A);ybtP;;;;;;201426
S3796-2022-16-C12_bin_1;IncQ1;mobilizable;55.0;9.988214443193788;30.30711586392025;floR;;;;;;;7034
S3796-2022-16-C12_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
6502100256_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40375
S3636-2022-12-A03_bin_0;IncA/C2;conjugative;9.0;2.722205363355749;64.06587511516594;blaCMY-2,tet(A);ybtP;;;;;;197634
S3636-2022-12-A03_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S03564-2022-10-A06_bin_0;No hit found;mobilizable;24.0;-7.487538541579808;22.107244874470744;;;;;;;;5687
S03564-2022-10-A06_bin_1;Col440I;mobilizable;-1.0;-19.713262097947748;15.873399978213582;;;;;;;;3830
S03492-2022-08-D04_bin_0;IncA/C2;conjugative;9.0;2.709777060191156;64.06980386549037;blaCMY-2,sul2;ybtP;;;;;;203352
S03492-2022-08-D04_bin_1;No hit found;mobilizable;-1.0;-4.000748899009827;29.683858856413774;;;;;;;;3372
S03492-2022-08-D04_bin_2;Col440I;mobilizable;30.0;-19.89703746744122;7.4262501647646895;qnrB19;;;;;;;2989
S4205-2023-17-G11_bin_0;No hit found;conjugative;9.0;3.0496864828950843;62.72959171760181;dfrA14,tet(A);ybtP;;;;;;279442
S3734-2022-14-D12_bin_0;IncA/C2;conjugative;37.0;8.092005445215259;40.51266000084426;blaCMY-2,tet(A);ybtP;;;;;;191338
S3734-2022-14-D12_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S4121-2023-14-A03_bin_Unbinned;IncX1;conjugative;-1.0;3.0981379612141917;5.520647868818005;;;;;;;;40283
S3894-2023-03-A06_bin_0;IncX1;conjugative;-1.0;3.097978721897294;5.5129200182983;;;;;;;;42607
S4014-2023-07-F03_bin_0;IncA/C2;conjugative;9.0;2.698947169455514;64.06112449977105;aadA1,blaCMY-2,sul2,tet(A);ybtP;;;;;;202976
S4014-2023-07-F03_bin_1;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3372
S4113-2023-14-F03_bin_0;IncA/C2;conjugative;9.0;2.411936007023412;63.481586729129845;aph(3')-Ia,blaCMY-2,tet(A);ybtP;;;;;;198618
S4113-2023-14-F03_bin_1;No hit found;mobilizable;-1.0;-4.000748899009827;29.683858856413774;;;;;;;;3372
S4113-2023-14-F03_bin_2;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S3834-2022-20-G10_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74580
S03462-2022-07-F03_bin_0;IncA/C2,IncI1;conjugative;9.0;2.5455639128712493;63.954097418838266;blaCMY-2,tet(A);ybtP;;;;;;251644
S03462-2022-07-F03_bin_1;IncX1;conjugative;-1.0;3.097759562919497;5.436329888674944;;;;;;;;37697
S03462-2022-07-F03_bin_2;No hit found;mobilizable;24.0;-11.51614146252804;18.413750720618403;;;;;;;;4677
S03462-2022-07-F03_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S03430-2022-05-E08_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74589
S03430-2022-05-E08_bin_1;IncN;conjugative;-1.0;6.19393210219728;33.97927967730592;blaTEM-1B;;;;;;;47247
S03430-2022-05-E08_bin_2;ColRNAI;mobilizable;24.0;-7.805585435955535;20.799321754305502;;;;;;;;3646
S3625-2022-11-C12_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.0083159141196;42.76110392058576;aph(3')-Ia,mcr-9.1,sul1;;terD,terW,terZ;;;;;252482
S3625-2022-11-C12_bin_1;No hit found;mobilizable;0.0;-33.15083825613535;34.976811824470865;;;;;;;;4065
S3625-2022-11-C12_bin_2;No hit found;mobilizable;-1.0;-4.148243539454222;29.72155811325534;;;;;;;;3374
S3625-2022-11-C12_bin_3;ColpVC;mobilizable;-1.0;-7.042957984488619;33.73333202139034;;;;;;;;2096
S3662-2022-12-E02_bin_0;IncA/C2;conjugative;9.0;2.30279643062585;63.426930577405166;blaCMY-2,tet(A);;;;;;;108519
S3662-2022-12-E02_bin_1;Col440I;mobilizable;30.0;-19.897037601434445;7.426249812165464;qnrB19;;;;;;;2989
S3818-2022-17-E07_bin_0;IncFII(S),IncX1;conjugative;-1.0;3.0993342186420767;5.4997131236328025;;spvD;;;;;;74562
S4035-2023-09-B01_bin_0;IncHI2,IncHI2A;conjugative;35.0;20.05667254374952;42.69844874478637;mcr-9.1,sul1;;terD,terW,terZ;;;;;248373
